E_ArtLief.Artikel;E_ArtLief.Lieferant;E_ArtLief.BestellNr;E_ArtLief.Hauptlieferant;E_ArtLief.archiviert;E_ArtLief.Bezeichnung1;E_ArtLief.Bezeichnung2;E_ArtLief.Bezeichnung3;E_ArtLief.Bezeichnung4;E_ArtLief.Betriebskalender;E_ArtLief.Lieferzeit;E_ArtLief.Lieferzeiteinheit;E_ArtLief.MindestBestellmenge;E_ArtLief.Grundmenge;S_Mengeneinheit.Mengeneinheit;E_ArtLief.Mengenfaktor;E_ArtLief.Gewicht;E_ArtLief.positive_Toleranz;E_ArtLief.negative_Toleranz;S_SNRArtTyp.SNRTyp;E_ArtLief.GrundmengeBeachten;E_ArtLief.LEErforderlich;E_ArtLief.LEAnfordJahr;E_ArtLief.LEAnfordDatum;E_ArtLief.LEErhalten;E_ArtLief.LEGueltigBis;S_LiefRabatt.Rabattgruppe;S_ProdGruppe.Produktgruppe;S_PreisEinheit.Preiseinheit;E_ArtLief.Preisbezug;S_RabZuArt.Rz_Art.value1;S_RabZuArt.Rz_Art.value2;S_RabZuArt.Rz_Art.value3;S_RabZuArt.Rz_Art.value4;S_RabZuArt.Rz_Art.value5;S_RabZuArt.Rz_Art.perc1;S_RabZuArt.Rz_Art.perc2;S_RabZuArt.Rz_Art.perc3;S_RabZuArt.Rz_Art.perc4;S_RabZuArt.Rz_Art.perc5;E_ArtLief.PCExternalConfiguration;M_PackVorschrift.Vorschrift;E_ArtLief.Fuellmenge;c_E_ARTLIEFAddCosts_s_rabz;E_ArtLief.uCW_PriceFromSupplier;E_ArtLief.uCW_ManufacturerPrice
;0;;no;no;;;;;?;0;4;0;0;0;1;0;0;0;;no;no;0;?;no;?;;;0;yes;;;;;;;;;;;no;;0;;?;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
21;Grundmenge beacht;Respect Ord Multiple;E_ArtLief.GrundmengeBeachten;LOGICAL;ja/nein;
22;LiefErkl nötig;Supplier Declaration Necessary;E_ArtLief.LEErforderlich;LOGICAL;ja/nein;
23;Anforderungsjahr;Request Year Supplier Declaration;E_ArtLief.LEAnfordJahr;INTEGER;9999;
24;Anforderungsdatum;Request Date Supplier Declaration;E_ArtLief.LEAnfordDatum;DATE;99.99.9999;
25;LiefErkl erhalten;Supplier Declaration Received;E_ArtLief.LEErhalten;LOGICAL;ja/nein;
26;gültig bis;Validity Period Supplier Declaration;E_ArtLief.LEGueltigBis;DATE;99.99.9999;
27;Rabattgruppe;Discount Group;S_LiefRabatt.Rabattgruppe;CHARACTER;x(6);
28;Produktgruppe;Product Group;S_ProdGruppe.Produktgruppe;CHARACTER;x(10);
29;Preiseinheit;Price Unit;S_PreisEinheit.Preiseinheit;INTEGER;zz9;
30;Preisbezug;Price Reference;E_ArtLief.Preisbezug;LOGICAL;Einheit/Gewicht;
31;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
32;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
33;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
34;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
35;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
36;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
37;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
38;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
39;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
40;Rabatt-/ZuschlArt;Disc/Surcharge Type;S_RabZuArt.Rz_Art;CHARACTER;x(3);
41;Konfiguration;Product Configurator External Configuration;E_ArtLief.PCExternalConfiguration;LOGICAL;ja/nein;
42;VerpVorschrift;Packaging Instruction;M_PackVorschrift.Vorschrift;CHARACTER;x(20);
43;Füllmenge;Fill Quantity;E_ArtLief.Fuellmenge;DECIMAL;zzz,zzz,zz9.999;
44;c_E_ARTLIEFAddCosts_s_rabz;;;;;
45;Preis v Lieferant;Price of Supplier;E_ArtLief.uCW_PriceFromSupplier;INTEGER;zzzzzzzz;
46;Herstellerpreis;Manufacturer's Price;E_ArtLief.uCW_ManufacturerPrice;LOGICAL;ja/nein;
