FS_Buchung.BuchungsJahr;FS_Buchung.BuchungsPeriode;FS_Buchung.BelegNummer;FS_Buchung.BelegDatum;FS_Buchung.Konto;FS_Buchung.SH_Kennung;FS_Buchung.Betrag;FS_Buchung.FW_Betrag;FS_Buchung.Waehrung;c_XXXsteuerfindungauto;SBM_TaxTerritory.SBM_TaxTerritory_ID;FS_BuchInfo.Steuer;FS_BuchInfo.Konto;c_XXXgkkundeinl;c_XXXgkkundeeu;c_XXXgkkundedritt;c_XXXgklieferantinl;c_XXXgklieferanteu;c_XXXgklieferantdritt;FS_OP.ZahlungsArt;FS_OP.Zahlungsziel;FS_OP.ValutaDatum;c_XXXvalutatage;FS_ZahlZiel.SkontoDatum1;c_XXXskontotage1;FS_ZahlZiel.SkontoSatz1;FS_ZahlZiel.SkontoDatum2;c_XXXskontotage2;FS_ZahlZiel.SkontoSatz2;FS_ZahlZiel.NettoDatum;c_XXXnettotage;FS_ZahlZiel.MahnDatum;c_XXXmahnfaehigabtage;FS_ZahlZiel.ZahlSperre;FS_ZahlZiel.MahnSperre;FS_Buchung.FremdBeleg;FS_Buchung.BuchungsText;FS_BuchInfo.BuchungsText;FS_OP.Bemerkung1;FS_OP.Bemerkung2;FS_Kopf.Benutzer;S_UStID.UStID;c_XXXUStIDauto;FS_OP.SBM_TaxCase_ID;FS_ZahlZiel.Mahnstufe;FS_ZahlZiel.letzte_Mahnung;FS_ZahlZiel.lzMStfErhoehung;FS_OP.RemittanceAddInfo;FS_OP.RemittanceAmount;FS_OP.RemittanceReference;FS_OP.RemittanceRefType;FS_Buchung.F_DiscountOnTax;FS_Buchung.F_SpecialAccount;S_F_Journal.S_F_Journal_ID;FS_Buchung.H_CashFlowPrinciple;FS_Buchung.H_InvoiceType;FS_Buchung.H_PettyCashNo;FS_Buchung.H_TaxDate;FS_Buchung.H_TaxPeriod;FS_Buchung.H_TaxYear;FS_BuchInfo.H_TaxBaseEval;FS_BuchInfo.H_TaxEval;FS_Buchung.I_DocumentType;FS_Buchung.I_TaxDelayed;FS_Buchung.I_TaxPrepaid;FS_Buchung.I_TaxRegisterKey;FS_Buchung.I_TaxRegisterKeyDocNo;FS_OP.I_ChargesExempt;FS_OP.I_ChargesLiable;FS_OP.I_ContributiAmount;FS_OP.I_Deduction;FS_OP.I_EnasarcoAmount;FS_OP.I_PrePaymentAmount;FS_OP.I_PrePaymentBase;FS_OP.I_PrePaymentRate;FS_OP.I_PrePaymentType;SBM_I_Contract.SBM_I_Contract_ID;FS_OP.P_SplitPayment;FS_Buchung.P_Belegnummer;FS_Buchung.P_CashFlowPrinciple;FS_Buchung.P_ExchangeRate;FS_Buchung.P_ExchangeRateFactor;FS_Buchung.P_PostPeriodDate;FS_Buchung.P_PostPeriodExRateDate;FS_Buchung.P_Steuerregister;FS_Buchung.P_TaxID4JPK;FS_Buchung.P_TaxPeriodDate;FS_Buchung.P_TaxPeriodExRateDate;FS_BuchInfo.P_BaseAmount;FS_BuchInfo.P_TaxKey;FS_Buchung.P_InvoiceReceipt
0;0;0;?;0;yes;0;0;0;;;?;0;;;;;;;99;?;?;;?;;0;?;;0;today;;today;;no;no;;;;;;;;;?;0;?;?;;0;;;yes;0;;no;0;?;today;0;0;0;0;0;no;no;;;0;0;0;0;0;0;0;0;;;no;0;no;1;1;?;?;;;?;?;0;?;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
46;letzte Mahnung;Last Dunning Notice;FS_ZahlZiel.letzte_Mahnung;DATE;99.99.9999;
47;lz MStfErhöhung;Last Dunning Level Increase;FS_ZahlZiel.lzMStfErhoehung;DATE;99.99.9999;
48;Überweisungsinfo;Bank Transfer Info;FS_OP.RemittanceAddInfo;CHARACTER;x(140);
49;Überweisungsbetrag;Bank Transfer Amount;FS_OP.RemittanceAmount;DECIMAL;zzz,zzz,zz9.99-;
50;Zahlungsreferenz;Payment Reference;FS_OP.RemittanceReference;CHARACTER;x(27);
51;ZahlungsRefTyp;Payment Reference Type;FS_OP.RemittanceRefType;CHARACTER;x(4);
52;Skonto auf Steuer;Cash Discount on Tax;FS_Buchung.F_DiscountOnTax;LOGICAL;ja  /nein;
53;SonderkontenSchl;Special Account Key;FS_Buchung.F_SpecialAccount;INTEGER;zz9;
54;Journal;Journal;S_F_Journal.S_F_Journal_ID;CHARACTER;x(10);
55;Geldflussprinzip;Cash Flow Principle;FS_Buchung.H_CashFlowPrinciple;LOGICAL;ja  /nein;
56;Rechnungstyp;Invoice Type;FS_Buchung.H_InvoiceType;INTEGER;9;
57;Kassennummer;Petty Cash Number;FS_Buchung.H_PettyCashNo;INTEGER;zz9;
58;Steuerdatum;Tax Date;FS_Buchung.H_TaxDate;DATE;99.99.9999;
59;Steuerperiode;Tax Period;FS_Buchung.H_TaxPeriod;INTEGER;99;
60;Steuerjahr;Tax Year;FS_Buchung.H_TaxYear;DECIMAL;9999;
61;Steuerbasis bew;Tax Basis Valuated;FS_BuchInfo.H_TaxBaseEval;DECIMAL;zzz,zzz,zz9.99-;
62;Steuer bewertet;Tax Amount Valuated;FS_BuchInfo.H_TaxEval;DECIMAL;zzz,zzz,zz9.99-;
63;Dokumententyp;Document Type;FS_Buchung.I_DocumentType;INTEGER;z9;
64;Steuer verspätet;Tax Liquidation-Relevant on Payment;FS_Buchung.I_TaxDelayed;LOGICAL;ja  /nein;
65;Steuer Vormonat;Include Tax Amount in Previous Month;FS_Buchung.I_TaxPrepaid;LOGICAL;ja  /nein;
66;Steuerregister;Tax Register;FS_Buchung.I_TaxRegisterKey;CHARACTER;x(10);
67;BelegNr StRegister;Document Number Tax Register;FS_Buchung.I_TaxRegisterKeyDocNo;CHARACTER;x(10);
68;Spesen nicht vzpfl;Expenses Not Subject to Prepayment;FS_OP.I_ChargesExempt;DECIMAL;zz,zzz,zz9.99-;
69;Spesen vzpfl;Expenses Subject to Prepayment;FS_OP.I_ChargesLiable;DECIMAL;zz,zzz,zz9.99-;
70;Contributibetrag;Contributi Amount;FS_OP.I_ContributiAmount;DECIMAL;zz,zzz,zz9.99-;
71;Abzugssatz;Percentage Deduction Rate;FS_OP.I_Deduction;DECIMAL;z9.99%;
72;Enasarcobetrag;Enasarco Amount;FS_OP.I_EnasarcoAmount;DECIMAL;zz,zzz,zz9.99-;
73;VorauszahlungsBetr;Prepayment Amount;FS_OP.I_PrePaymentAmount;DECIMAL;zz,zzz,zz9.99-;
74;VorauszahlBasis;Prepayment Basis;FS_OP.I_PrePaymentBase;DECIMAL;zzz,zzz,zz9.99-;
75;Vorauszahlungssatz;Prepayment Rate;FS_OP.I_PrePaymentRate;DECIMAL;z9.99%;
76;Vorauszahlungsart;Prepayment Type;FS_OP.I_PrePaymentType;CHARACTER;x(10);
77;Vertrag;Public Contract;SBM_I_Contract.SBM_I_Contract_ID;CHARACTER;x(30);
78;Split-Payment;Marks the open items as split payment;FS_OP.P_SplitPayment;LOGICAL;ja  /nein;
79;interne Fibu-BelNr;Internal FNA Document Number (PL);FS_Buchung.P_Belegnummer;INTEGER;zzzzzzz9;
80;Geldflussprinzip;Cash Flow Principle;FS_Buchung.P_CashFlowPrinciple;LOGICAL;ja  /nein;
81;Fremdwährungskurs;Foreign Currency Exchange Rate;FS_Buchung.P_ExchangeRate;DECIMAL;zz9.999999;
82;Kursfaktor;Exchange Rate Factor;FS_Buchung.P_ExchangeRateFactor;DECIMAL;zz,zz9.99;
83;Periodendatum;Period Date;FS_Buchung.P_PostPeriodDate;DATE;99.99.9999;
84;Kursdatum;Rate Date;FS_Buchung.P_PostPeriodExRateDate;DATE;99.99.9999;
85;Steuerregister;Tax Register;FS_Buchung.P_Steuerregister;CHARACTER;x(12);
86;Steuernummer SAF-T;Tax ID for JPK;FS_Buchung.P_TaxID4JPK;CHARACTER;x(20);
87;Steuerdatum;Tax Date;FS_Buchung.P_TaxPeriodDate;DATE;99.99.9999;
88;Steuerkursdatum;Tax Rate Date;FS_Buchung.P_TaxPeriodExRateDate;DATE;99.99.9999;
89;BemessGrundl;Determination Base;FS_BuchInfo.P_BaseAmount;DECIMAL;zzz,zzz,zz9.99-;
90;Steuer BemessGr;Tax Code Determination Base;FS_BuchInfo.P_TaxKey;INTEGER;zz9;
91;Rechnungseingang;Account Payable;FS_Buchung.P_InvoiceReceipt;DATE;99.99.9999;
