SBM_TaxTerritory.SBM_TaxTerritory_ID;SBM_TaxRate.Valid_from;SBM_TaxRate.Valid_to;SBM_TaxRate.TaxRate;SBM_TaxRate.TaxCategory;SBM_TaxRate.CalculationMethod;SBM_TaxRate.Deductible;S_Steuer.Steuer;DBM_ShortDescription.ShortDesc1;S_Steuer.nondeducTaxIncAcct;S_Steuer.Erwerbskonto;S_Steuer.SkontoKonto;S_Steuer.PortoKonto;S_Steuer.SkontoAusbuKonto;S_Steuer.SteuerKonto;S_Steuer.FrachtKonto;S_Steuer.AusbuchungsKonto;S_Steuer.VerpackungsKonto;S_Steuer.Zuschlagskonto1;S_Steuer.Zuschlagskonto2;S_Steuer.nondeducAcqTaxAcct;S_Steuer.nondeducTaxAcct;S_Steuer.isSalesEqualTax;DBM_Description.Description1;S_Steuer.F_ServiceTax;S_Steuer.F_WriteOffEffort;S_Steuer.F_WriteOffRevenue;S_Steuer.H_TaxExempt;S_Steuer.H_TaxType;S_Steuer.H_Tech;S_Steuer.I_TaxNature;S_Steuer.I_TaxType;S_Steuer.P_befreit;S_Steuer.P_Erwerbskonto_folgende;S_Steuer.P_NPV;S_Steuer.P_ReverseCharge;S_Steuer.P_SteuerKonto_folgende;S_Steuer.P_TaxExemptReason;S_Steuer.P_TaxExemptType;S_Steuer.P_TaxKeyIntInv;S_Steuer.P_ThirdCountryImport;S_Steuer.P_nonVATDeducCostAcct;S_Steuer.P_nonVATNonDeducCostAcct;SBM_TaxRate.P_DeductibleVAT;SBM_TaxRate.USTax_TaxRateType
;?;?;0;yes;yes;100;0;;0;?;0;?;0;0;?;0;?;?;?;0;0;no;;no;0;0;no;0;no;0;0;no;0;no;no;0;;0;?;no;0;0;100;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
19;Zuschlag;Surcharge Account 1;S_Steuer.Zuschlagskonto1;INTEGER;zzzzzzzz;
20;Zuschlag 2;Surcharge Account 2;S_Steuer.Zuschlagskonto2;INTEGER;zzzzzzzz;
21;n abzf ErwerbsKto;Acquisition Tax Account Non-Deductible Sales Tax;S_Steuer.nondeducAcqTaxAcct;INTEGER;zzzzzzzz;
22;n abzf Steuerkonto;Tax Account Non-Deductible Sales Tax;S_Steuer.nondeducTaxAcct;INTEGER;zzzzzzzz;
23;Umsatz ist Steuer;Sales Is Tax;S_Steuer.isSalesEqualTax;LOGICAL;ja/nein;
24;Beschreibung;Explanation 1;DBM_Description.Description1;CHARACTER;x(60);
25;Dienstleiststeuer;Service Tax;S_Steuer.F_ServiceTax;LOGICAL;ja  /nein;
26;Kto Ausbuchaufwand;Account Write-Off Expense;S_Steuer.F_WriteOffEffort;INTEGER;zzzzzzzz;
27;Konto Ausbucherlös;Account Write-Off Revenue;S_Steuer.F_WriteOffRevenue;INTEGER;zzzzzzzz;
28;steuerbefreit;Exempt;S_Steuer.H_TaxExempt;LOGICAL;ja  /nein;
29;OSZLA-Kategorien;OSZLA Categories;S_Steuer.H_TaxType;INTEGER;9;
30;technisch;Technical Tax;S_Steuer.H_Tech;LOGICAL;ja  /nein;
31;Grund StFreiheit;Reason TxExemption;S_Steuer.I_TaxNature;INTEGER;zz9;
32;Typ StFreiheit;Tax Category;S_Steuer.I_TaxType;INTEGER;9;
33;befreit;Exempt;S_Steuer.P_befreit;LOGICAL;ja  /nein;
34;ErwerbsKto (aPer);Acquisition Tax Account (Other Period);S_Steuer.P_Erwerbskonto_folgende;INTEGER;zzzzzzzz;
35;NPV;Net Present Value;S_Steuer.P_NPV;LOGICAL;ja  /nein;
36;Reverse Charge;Reverse Charge;S_Steuer.P_ReverseCharge;LOGICAL;ja  /nein;
37;SteuerKto (aPer);Tax Account (Other Period);S_Steuer.P_SteuerKonto_folgende;INTEGER;zzzzzzzz;
38;Befreiungsgrund;Reason for Exemption from Taxation;S_Steuer.P_TaxExemptReason;CHARACTER;x(70);
39;Befreiungsart;Type of Exemption from Taxation;S_Steuer.P_TaxExemptType;INTEGER;9;
40;St int Rechnungen;Tax Code for Internal Invoices;S_Steuer.P_TaxKeyIntInv;INTEGER;zz9;
41;Drittland-Import;Third Country Import;S_Steuer.P_ThirdCountryImport;LOGICAL;ja  /nein;
42;KostenKto abzf VSt;Cost Account for Deductible Prepaid Tax;S_Steuer.P_nonVATDeducCostAcct;INTEGER;zzzzzzzz;
43;KostenKto nab VSt;Cost Account for Non-Deductible Prepaid Tax;S_Steuer.P_nonVATNonDeducCostAcct;INTEGER;zzzzzzzz;
44;% abzugsf VSt;Deductible Prepaid Tax;SBM_TaxRate.P_DeductibleVAT;DECIMAL;zz9.99%;
45;Steuersatztyp;Tax Rate Type;SBM_TaxRate.USTax_TaxRateType;LOGICAL;extra/regulär;
